city,lat,lng,country,code,population
Tonk,26.1505,75.79,India,IND,181734
Newport News,37.1052,-76.5185,United States,USA,181825
Chingola,-12.5396,27.85,Zambia,ZMB,182015
Barrie,44.3838,-79.7,Canada,CAN,182041
Bahraich,27.6204,81.6699,India,IND,182218
Biratnagar,26.4837,87.2833,Nepal,NPL,182324
Chilpancingo,17.55,-99.5,Mexico,MEX,182387
Tempe,33.3881,-111.9318,United States,USA,182498
Kamensk Uralskiy,56.4205,61.935,Russia,RUS,182500
Pinrang,-3.7857,119.6522,Indonesia,IDN,182731
Atyrau,47.1127,51.92,Kazakhstan,KAZ,182753
Shibin el Kom,30.592,30.9,Egypt,EGY,182900
Bhusawal,21.02,75.83,India,IND,183001
Manta,-0.98,-80.73,Ecuador,ECU,183166
Mataro,41.54,2.45,Spain,ESP,183293
Gweru,-19.45,29.82,Zimbabwe,ZWE,183358
Corum,40.52,34.95,Turkey,TUR,183418
Dese,11.13,39.63,Ethiopia,ETH,183802
Tarlac,15.4838,120.5834,Philippines,PHL,183930
Kutaisi,42.25,42.73,Georgia,GEO,183945
Kramatorsk,48.7194,37.5344,Ukraine,UKR,184105
Fianarantsoa,-21.4333,47.0833,Madagascar,MDG,184184
Tiarat,35.3804,1.32,Algeria,DZA,184195
Ruse,43.8537,25.9733,Bulgaria,BGR,184270
Cedar Rapids,41.9667,-91.6781,United States,USA,184610
Mainz,49.9825,8.2732,Germany,DEU,184997
Yei,4.0904,30.68,South Sudan,SSD,185000
Kutahya,39.42,29.93,Turkey,TUR,185008
Spartanburg,34.9437,-81.9256,United States,USA,185031
Jamaame,0.0722,42.7506,Somalia,SOM,185270
Waco,31.5597,-97.1882,United States,USA,185680
Arica,-18.5,-70.29,Chile,CHL,185999
Ad Damazin,11.7704,34.35,Sudan,SDN,186051
Madiun,-7.6346,111.515,Indonesia,IDN,186099
Marbella,36.5166,-4.8833,Spain,ESP,186131
Pecs,46.0804,18.22,Hungary,HUN,186262
Hagerstown,39.6401,-77.7217,United States,USA,186377
Shendi,16.6805,33.42,Sudan,SDN,186611
Cienfuegos,22.1444,-80.4403,Cuba,CUB,186644
San Cristobal de Las Casas,16.75,-92.6334,Mexico,MEX,186661
Olsztyn,53.8,20.48,Poland,POL,186670
Manpo,41.1454,126.2958,"Korea, North",PRK,186827
Pinar del Rio,22.4175,-83.6981,Cuba,CUB,186990
Cachoeiro de Itapemirim,-20.85,-41.13,Brazil,BRA,187019
Gibraltar,36.1324,-5.3781,Gibraltar,GIB,187083
Puerto Vallarta,20.6771,-105.245,Mexico,MEX,187134
Kimchaek,40.6723,129.2027,"Korea, North",PRK,187270
Petropavlovsk Kamchatskiy,53.062,158.623,Russia,RUS,187282
Ternate,0.793,127.363,Indonesia,IDN,187521
Arapiraca,-9.75,-36.67,Brazil,BRA,187668
Szeged,46.2504,20.15,Hungary,HUN,187765
Rio Grande,-32.0495,-52.12,Brazil,BRA,187838
Paarl,-33.6996,18.96,South Africa,ZAF,187865
Mostaganem,35.9404,0.09,Algeria,DZA,188354
Angers,47.48,-0.53,France,FRA,188380
Nandyal,15.5204,78.48,India,IND,188654
Catamarca,-28.47,-65.78,Argentina,ARG,188812
Parakou,9.34,2.62,Benin,BEN,188853
Cork,51.8986,-8.4958,Ireland,IRL,188907
Quelimane,-17.88,36.89,Mozambique,MOZ,188964
Overland Park,38.8871,-94.6871,United States,USA,188966
Kabwe,-14.44,28.45,Zambia,ZMB,188979
Mwene-Ditu,-7,23.44,Congo (Kinshasa),COD,189177
Dong Hoi,17.4833,106.6,Vietnam,VNM,189265
Syzran,53.17,48.48,Russia,RUS,189338
Aberdeen,57.1704,-2.08,United Kingdom,GBR,189364
Son Tay,21.1382,105.505,Vietnam,VNM,189547
La Paz,24.14,-110.32,Mexico,MEX,189767
Sadiqabad,28.3006,70.1302,Pakistan,PAK,189876
North Port,27.0577,-82.1976,United States,USA,190003
St.-Denis,-20.8789,55.4481,Reunion,REU,190047
Caen,49.1838,-0.35,France,FRA,190099
Erie,42.1167,-80.0731,United States,USA,190443
Butuan,8.9495,125.5436,Philippines,PHL,190557
Grand Prairie,32.6869,-97.0209,United States,USA,190682
Norwich,52.6304,1.3,United Kingdom,GBR,190756
Bhiwani,28.81,76.125,India,IND,190855
Waterbury,41.5583,-73.0361,United States,USA,190855
Bridgetown,13.102,-59.6165,Barbados,BRB,191152
Valera,9.32,-70.62,Venezuela,VEN,191167
Dhamar,14.5575,44.3875,Yemen,YEM,191259
Muar,2.0337,102.5666,Malaysia,MYS,191346
Zlatoust,55.175,59.65,Russia,RUS,191366
Barrancabermeja,7.09,-73.85,Colombia,COL,191403
Ziguinchor,12.59,-16.29,Senegal,SEN,191716
Dunhua,43.3505,128.22,China,CHN,191870
Klaipeda,55.7204,21.1199,Lithuania,LTU,192307
Bayamo,20.3795,-76.6433,Cuba,CUB,192632
Deltona,28.9051,-81.2134,United States,USA,192730
Ciudad Madero,22.3189,-97.8361,Mexico,MEX,192736
Oxford,51.7704,-1.25,United Kingdom,GBR,192796
Machilipatnam,16.2004,81.18,India,IND,192827
Tarakan,3.3,117.633,Indonesia,IDN,193069
Salinas,36.6881,-121.6316,United States,USA,193126
Divinopolis,-20.1495,-44.9,Brazil,BRA,193832
Bongor,10.2859,15.3872,Chad,TCD,193941
Al Jahra,29.3375,47.6581,Kuwait,KWT,194193
Severodvinsk,64.57,39.83,Russia,RUS,194292
Olympia,47.0417,-122.8958,United States,USA,194532
Brikama,13.2804,-16.6599,"Gambia, The",GMB,195136
Coro,11.42,-69.68,Venezuela,VEN,195227
Nagaoka,37.4504,138.86,Japan,JPN,195318
Iskandar,41.5507,69.6807,Uzbekistan,UZB,195633
Gandhinagar,23.3004,72.6399,India,IND,195891
Burgas,42.5146,27.4746,Bulgaria,BGR,195966
Engels,51.5004,46.12,Russia,RUS,196011
Reims,49.2504,4.03,France,FRA,196565
Porlamar,10.9604,-63.85,Venezuela,VEN,196934
Cartago,9.87,-83.93,Costa Rica,CRI,196946
Kure,34.251,132.5656,Japan,JPN,196991
Burhanpur,21.3004,76.13,India,IND,197233
Gurgaon,28.45,77.02,India,IND,197340
El Tigre,8.8903,-64.26,Venezuela,VEN,197440
Proddatur,14.7504,78.57,India,IND,197451
Talca,-35.455,-71.67,Chile,CHL,197479
Salamanca,20.5704,-101.2,Mexico,MEX,197524
Kofu,35.6504,138.5833,Japan,JPN,197540
Mbanza-Ngungu,-5.2496,14.86,Congo (Kinshasa),COD,197545
Thanh Hoa,19.82,105.8,Vietnam,VNM,197551
Gemena,3.26,19.77,Congo (Kinshasa),COD,198056
Martapura,-3.4135,114.8365,Indonesia,IDN,198239
Huntington,38.4109,-82.4344,United States,USA,198419
Purnia,25.7854,87.48,India,IND,198453
Kushiro,42.975,144.3747,Japan,JPN,198566
Bulandshahr,28.4104,77.8484,India,IND,198612
Gainesville,29.6814,-82.3454,United States,USA,198702
Huangyan,28.65,121.25,China,CHN,198713
Aydin,37.85,27.85,Turkey,TUR,198857
Saskatoon,52.17,-106.67,Canada,CAN,198958
Bila Tserkva,49.7743,30.1309,Ukraine,UKR,199163
Rashid,31.4604,30.39,Egypt,EGY,199509
Armavir,45.0004,41.13,Russia,RUS,199548
Balakovo,52.03,47.8,Russia,RUS,199572
Batu Pahat,1.8504,102.9333,Malaysia,MYS,199619
Taza,34.2204,-4.02,Morocco,MAR,199633
Bacau,46.5784,26.9196,Romania,ROU,199668
Meymaneh,35.9302,64.7701,Afghanistan,AFG,199795
Kasama,-10.1996,31.1799,Zambia,ZMB,200000
Moratuwa,6.7804,79.88,Sri Lanka,LKA,200000
Az Zawiyah,32.7604,12.72,Libya,LBY,200000
Nema,16.6171,-7.25,Mauritania,MRT,200000
Pokhara,28.264,83.972,Nepal,NPL,200000
Zhubei,24.8333,121.0119,Taiwan,TWN,200000
Rivera,-30.8996,-55.56,Uruguay,URY,200000
Bergamo,45.7004,9.67,Italy,ITA,200000
Huntington Beach,33.696,-118.0023,United States,USA,200652
Haldia,22.0257,88.0583,India,IND,200762
Dindigul,10.38,78,India,IND,200797
Yonkers,40.9466,-73.8674,United States,USA,200807
Glendale,34.1818,-118.2468,United States,USA,200831
Puri,19.8204,85.9,India,IND,201026
Aurora,41.7638,-88.2901,United States,USA,201110
Cartagena,37.6004,-0.98,Spain,ESP,201274
Gedaref,14.04,35.38,Sudan,SDN,201282
Sete Lagoas,-19.4496,-44.25,Brazil,BRA,201334
Dasoguz,41.84,59.965,Turkmenistan,TKM,201424
Lashkar Gah,31.583,64.36,Afghanistan,AFG,201546
San Miguel,13.4833,-88.1833,El Salvador,SLV,201563
Pingzhen,24.9439,121.2161,Taiwan,TWN,201632
Chiniot,31.72,72.98,Pakistan,PAK,201781
Minatitlan,17.9805,-94.53,Mexico,MEX,201902
Al Khums,32.6604,14.26,Libya,LBY,201943
Pskov,57.83,28.3299,Russia,RUS,201990
Taranto,40.5084,17.23,Italy,ITA,202033
Angren,41.0304,70.1549,Uzbekistan,UZB,202070
Biskra,34.86,5.73,Algeria,DZA,202103
Fargo,46.8654,-96.829,United States,USA,202146
Barisal,22.7004,90.375,Bangladesh,BGD,202242
Mossoro,-5.19,-37.34,Brazil,BRA,202583
Khvoy,38.5304,44.97,Iran,IRN,202728
Djougou,9.7004,1.68,Benin,BEN,202810
Ongole,15.5604,80.05,India,IND,202860
Rostock,54.0704,12.15,Germany,DEU,203080
Edea,3.8005,10.12,Cameroon,CMR,203149
Timon,-5.115,-42.845,Brazil,BRA,203157
Erfurt,50.9701,11.03,Germany,DEU,203254
Agartala,23.8354,91.28,India,IND,203264
Pisa,43.7205,10.4,Italy,ITA,203336
Guaratingueta,-22.82,-45.19,Brazil,BRA,203580
Lianxian,24.7815,112.3825,China,CHN,203639
Santa Barbara,34.4285,-119.7202,United States,USA,203655
Las Tunas,20.9601,-76.9544,Cuba,CUB,203684
Sibu,2.303,111.843,Malaysia,MYS,203832
Salalah,17.0255,54.0852,Oman,OMN,203877
Colon,9.365,-79.875,Panama,PAN,204000
Lampang,18.2916,99.4813,Thailand,THA,204081
Criciuma,-28.68,-49.39,Brazil,BRA,204217
Norwich,41.5495,-72.0882,United States,USA,204360
College Station,30.5857,-96.296,United States,USA,204710
Funchal,32.65,-16.88,Portugal,PRT,204767
Sao Carlos,-22.02,-47.89,Brazil,BRA,205035
Puqi,29.7204,113.88,China,CHN,205164
Campeche,19.83,-90.5,Mexico,MEX,205212
Jiutai,44.1447,125.8443,China,CHN,205399
Moreno Valley,33.9244,-117.2045,United States,USA,205499
North Shore,-36.7913,174.7758,New Zealand,NZL,205605
Amarillo,35.1999,-101.8297,United States,USA,205821
Portland,43.6772,-70.2713,United States,USA,206193
Kalemie,-5.9333,29.2,Congo (Kinshasa),COD,206257
Salzburg,47.8105,13.04,Austria,AUT,206279
Korla,41.73,86.15,China,CHN,206373
Beer Sheva,31.25,34.83,Israel,ISR,206408
Yamoussoukro,6.8184,-5.2755,C����,CIV,206499
Bahir Dar,11.6001,37.3833,Ethiopia,ETH,206748
Laoag,18.1988,120.5936,Philippines,PHL,207048
Pingliang,35.5304,106.6801,China,CHN,207256
Lobito,-12.37,13.5412,Angola,AGO,207932
Waitakere,-36.8524,174.5543,New Zealand,NZL,208100
Hajjah,15.6917,43.6021,Yemen,YEM,208287
Gaborone,-24.6463,25.9119,Botswana,BWA,208411
La Romana,18.417,-68.9666,Dominican Republic,DOM,208437
Bojnurd,37.47,57.32,Iran,IRN,208582
Sidi bel Abbes,35.1903,-0.64,Algeria,DZA,208604
Green Bay,44.5151,-87.9895,United States,USA,208670
Santander,43.3805,-3.8,Spain,ESP,208763
Tema,5.6404,0.01,Ghana,GHA,209000
Ijebu Ode,6.8204,3.92,Nigeria,NGA,209175
Rennes,48.1,-1.67,France,FRA,209375
Sanming,26.23,117.58,China,CHN,209444
Presidente Prudente,-22.12,-51.39,Brazil,BRA,209502
Fontana,34.0967,-117.4599,United States,USA,209665
Oral,51.2711,51.335,Kazakhstan,KAZ,209788
Thai Binh,20.4503,106.333,Vietnam,VNM,210000
Pali,25.7904,73.3299,India,IND,210103
Toamasina,-18.1818,49.405,Madagascar,MDG,210226
San-Pedro,4.7704,-6.64,C����,CIV,210273
Abha,18.2301,42.5001,Saudi Arabia,SAU,210886
Kirikkale,39.8504,33.53,Turkey,TUR,211138
Tacoma,47.2431,-122.4531,United States,USA,211277
Marilia,-22.21,-49.95,Brazil,BRA,212218
Limbe,4.0304,9.19,Cameroon,CMR,212474
Machala,-3.26,-79.96,Ecuador,ECU,213034
Nanping,26.6304,118.17,China,CHN,213054
Braila,45.292,27.969,Romania,ROU,213569
Bergen,60.391,5.3245,Norway,NOR,213585
Portoviejo,-1.06,-80.46,Ecuador,ECU,213601
Lutsk,50.7472,25.3334,Ukraine,UKR,213661
Oradea,47.05,21.92,Romania,ROU,213830
Avondale,33.3858,-112.3236,United States,USA,214235
Bremerton,47.5436,-122.7121,United States,USA,214549
Kalamazoo,42.2749,-85.5882,United States,USA,214583
Split,43.5204,16.47,Croatia,HRV,214741
Navoi,40.1104,65.355,Uzbekistan,UZB,214828
Zamora,19.9804,-102.28,Mexico,MEX,214947
Owerri,5.493,7.026,Nigeria,NGA,215038
Hickory,35.7425,-81.323,United States,USA,215120
Biysk,52.5341,85.18,Russia,RUS,215430
Mulhouse,47.7504,7.35,France,FRA,215454
Kielce,50.8904,20.66,Poland,POL,215733
Roanoke,37.2784,-79.9581,United States,USA,215793
Trieste,45.6504,13.8,Italy,ITA,216035
San Bernardino,34.1412,-117.2936,United States,USA,216239
Groningen,53.2204,6.58,Netherlands,NLD,216688
Rybinsk,58.0503,38.82,Russia,RUS,216724
Gilgit,35.9171,74.3,Pakistan,PAK,216760
Colombo,6.932,79.8578,Sri Lanka,LKA,217000
Denow,38.2772,67.8872,Uzbekistan,UZB,217274
Orleans,47.9004,1.9,France,FRA,217301
Sibolga,1.75,98.8,Indonesia,IDN,217312
Mallawi,27.7304,30.84,Egypt,EGY,217365
San Pedro de Macoris,18.4504,-69.3,Dominican Republic,DOM,217899
Potsdam,52.4004,13.07,Germany,DEU,218095
Imperatriz,-5.52,-47.49,Brazil,BRA,218106
Bertoua,4.5804,13.68,Cameroon,CMR,218111
Dodoma,-6.1833,35.75,Tanzania,TZA,218269
Wuhai,39.6647,106.8122,China,CHN,218427
Thousand Oaks,34.1914,-118.8755,United States,USA,218548
Velikiy Novgorod,58.5,31.33,Russia,RUS,218717
Baghlan,36.1393,68.6993,Afghanistan,AFG,218748
Gabes,33.9004,10.1,Tunisia,TUN,219517
Thanjavur,10.7704,79.15,India,IND,219571
Lhasa,29.645,91.1,China,CHN,219599
Polokwane,-23.89,29.45,South Africa,ZAF,220045
Cabanatuan,15.5021,120.9617,Philippines,PHL,220250
Babruysk,53.1266,29.1928,Belarus,BLR,220517
Cordoba,18.9204,-96.92,Mexico,MEX,220563
Blagoveshchensk,50.2666,127.5333,Russia,RUS,221296
Shakhty,47.7204,40.27,Russia,RUS,221312
Appleton,44.2775,-88.3896,United States,USA,221379
Formosa,-26.1728,-58.1828,Argentina,ARG,221383
Tapachula,14.9,-92.27,Mexico,MEX,221521
Amol,36.4713,52.3633,Iran,IRN,221650
Neyshabur,36.22,58.82,Iran,IRN,221700
Gueckedou,8.554,-10.151,Guinea,GIN,221715
Banja Luka,44.7804,17.18,Bosnia And Herzegovina,BIH,221738
Itabuna,-14.7896,-39.28,Brazil,BRA,221938
Arar,30.99,41.0207,Saudi Arabia,SAU,222016
Gulfport,30.4271,-89.0703,United States,USA,222131
Hancheng,35.4704,110.43,China,CHN,222135
Colima,19.23,-103.72,Mexico,MEX,223287
McKinney,33.1989,-96.6678,United States,USA,223422
Narayanganj,23.6204,90.5,Bangladesh,BGD,223622
Okara,30.8104,73.45,Pakistan,PAK,223648
Adiyaman,37.7704,38.2799,Turkey,TUR,223744
Haeju,38.0394,125.7144,"Korea, North",PRK,224231
Nicosia,35.1667,33.3666,Cyprus,CYP,224300
Nagercoil,8.1804,77.43,India,IND,224329
Vitoria,42.85,-2.67,Spain,ESP,224578
Nacala,-14.5186,40.715,Mozambique,MOZ,224795
Sucre,-19.041,-65.2595,Bolivia,BOL,224838
Tanga,-5.07,39.09,Tanzania,TZA,224876
Matsumoto,36.2404,137.97,Japan,JPN,224926
Bac Lieu,9.2804,105.72,Vietnam,VNM,225000
Karnal,29.6804,76.97,India,IND,225049
Skikda,36.8804,6.9,Algeria,DZA,225181
Nyanza,-2.3496,29.74,Rwanda,RWA,225209
Juazeiro do Norte,-7.21,-39.32,Brazil,BRA,225230
Novi Sad,45.2504,19.8499,Serbia,SRB,225457
Mubi,10.2703,13.27,Nigeria,NGA,225705
Sikasso,11.3204,-5.68,Mali,MLI,225753
Kolpino,59.73,30.65,Russia,RUS,225801
Groznyy,43.3187,45.6987,Russia,RUS,226100
Sabzewar,36.22,57.63,Iran,IRN,226183
Monywa,22.105,95.15,Burma,MMR,226222
Chuncheon,37.8747,127.7342,"Korea, South",KOR,226509
Chon Buri,13.4004,101,Thailand,THA,226618
Tanjungpinang,0.9168,104.4714,Indonesia,IDN,226666
Gusau,12.1704,6.66,Nigeria,NGA,226857
Liaocheng,36.4304,115.97,China,CHN,226930
Starsy Oskol,51.3004,37.84,Russia,RUS,226977
Quillacollo,-17.4,-66.28,Bolivia,BOL,227052
Pondicherry,11.935,79.83,India,IND,227411
Hyeson,41.3927,128.1927,"Korea, North",PRK,227461
Iquique,-20.25,-70.13,Chile,CHL,227499
Nassau,25.0834,-77.35,"Bahamas, The",BHS,227940
Miri,4.3999,113.9845,Malaysia,MYS,228212
Petropavlovsk,54.88,69.22,Kazakhstan,KAZ,228238
Er Rachidia,31.9404,-4.45,Morocco,MAR,228489
Beipiao,41.81,120.76,China,CHN,228515
Brownsville,25.9981,-97.4566,United States,USA,228534
Uitenhage,-33.7596,25.39,South Africa,ZAF,228912
Bharatpur,27.2504,77.5,India,IND,229384
Nawabshah,26.2454,68.4,Pakistan,PAK,229504
Kennewick,46.1979,-119.1732,United States,USA,229624
Noginsk,55.8704,38.48,Russia,RUS,229731
Noginsk,64.4833,91.2333,Russia,RUS,229731
Tlimcen,34.8904,-1.32,Algeria,DZA,229777
Magdeburg,52.1304,11.62,Germany,DEU,229826
Nukus,42.47,59.615,Uzbekistan,UZB,230006
Nashua,42.7492,-71.491,United States,USA,230061
Zinder,13.8,8.9833,Niger,NER,230358
Santarem,-2.4333,-54.7,Brazil,BRA,230428
Ilheus,-14.78,-39.05,Brazil,BRA,230622
Zhangye,38.93,100.45,China,CHN,230728
Syktyvkar,61.66,50.82,Russia,RUS,230910
Visalia,36.3271,-119.3265,United States,USA,231159
Hailar,49.2,119.7,China,CHN,231171
Osnabruck,52.2804,8.05,Germany,DEU,231268
Debrecen,47.5305,21.63,Hungary,HUN,231286
Ngaoundere,7.3204,13.58,Cameroon,CMR,231357
Winter Haven,28.0126,-81.7021,United States,USA,231412
Shishou,29.7004,112.4,China,CHN,231787
Al Fallujah,33.3477,43.7773,Iraq,IRQ,231819
Saidpur,25.8004,89,Bangladesh,BGD,232209
Hetauda,27.4167,85.0334,Nepal,NPL,232334
Nakhon Si Thammarat,8.4,99.97,Thailand,THA,232335
Ploiesti,44.9469,26.0365,Romania,ROU,232542
Maradi,13.4916,7.0964,Niger,NER,232555
Kremenchuk,49.0835,33.4296,Ukraine,UKR,232742
York,39.9651,-76.7315,United States,USA,232796
Clermont-Ferrand,45.78,3.08,France,FRA,233050
Fremont,37.5256,-121.987,United States,USA,233136
Rancagua,-34.17,-70.74,Chile,CHL,233268
Evansville,37.9882,-87.5339,United States,USA,233353
Zabol,31.0215,61.4815,Iran,IRN,233968
Nizhnekamsk,55.6404,51.82,Russia,RUS,234297
Dili,-8.5594,125.5795,Timor-Leste,TLS,234331
Singaraja,-8.1152,115.0944,Indonesia,IDN,234468
Santa Ana,13.9946,-89.5598,El Salvador,SLV,234478
Santa Ana,-13.76,-65.58,Bolivia,BOL,234478
Zacatecas,22.7704,-102.58,Mexico,MEX,234481
Porbandar,21.67,69.67,India,IND,234684
Punto Fijo,11.72,-70.21,Venezuela,VEN,234736
Turkmenabat,39.11,63.58,Turkmenistan,TKM,234817
Ibb,13.9759,44.1709,Yemen,YEM,234837
Kismaayo,-0.3566,42.5183,Somalia,SOM,234852
Garland,32.91,-96.6305,United States,USA,234943
Kediri,-7.7896,112,Indonesia,IDN,235143
Boa Vista,2.8161,-60.666,Brazil,BRA,235150
Palmas,-10.2377,-48.2878,Brazil,BRA,235315
Jizzax,40.1004,67.83,Uzbekistan,UZB,235352
Lubeck,53.8704,10.67,Germany,DEU,235390
Yakutsk,62.035,129.735,Russia,RUS,235600
Oviedo,43.3505,-5.83,Spain,ESP,235651
Sahiwal,30.6717,73.1118,Pakistan,PAK,235695
Luton,51.8804,-0.42,United Kingdom,GBR,235958
Springs,-26.2696,28.43,South Africa,ZAF,236083
Dera Ghazi Khan,30.0604,70.6351,Pakistan,PAK,236093
Tours,47.3804,0.6999,France,FRA,236096
Monclova,26.9,-101.42,Mexico,MEX,236244
Hialeah,25.8696,-80.3045,United States,USA,236387
Kosice,48.7304,21.25,Slovakia,SVK,236563
Oostanay,53.2209,63.6283,Kazakhstan,KAZ,236901
Sylhet,24.9036,91.8736,Bangladesh,BGD,237000
Zicheng,30.3004,111.5,China,CHN,237042
Tegal,-6.8696,109.12,Indonesia,IDN,237084
Pathein,16.7704,94.75,Burma,MMR,237089
Taiping,4.865,100.72,Malaysia,MYS,237095
Gilbert,33.3103,-111.7463,United States,USA,237133
Al Jubayl,27.0046,49.646,Saudi Arabia,SAU,237274
Sasebo,33.1631,129.7177,Japan,JPN,237444
Aarhus,56.1572,10.2107,Denmark,DNK,237551
As Sib,23.6802,58.1825,Oman,OMN,237816
Furth,49.47,11,Germany,DEU,237844
Chesapeake,36.6778,-76.3024,United States,USA,237940
Irving,32.8584,-96.9702,United States,USA,238289
North Las Vegas,36.288,-115.0901,United States,USA,238702
Hachinohe,40.51,141.54,Japan,JPN,239046
San Pablo,14.0696,121.3226,Philippines,PHL,240830
Linchuan,27.9703,116.36,China,CHN,241104
Ivano-Frankivsk,48.9348,24.7094,Ukraine,UKR,241239
Tehuacan,18.4504,-97.38,Mexico,MEX,241429
Novorossiysk,44.73,37.7699,Russia,RUS,241856
Ulanhot,46.08,122.08,China,CHN,241894
Neuquen,-38.95,-68.06,Argentina,ARG,242092
Caruaru,-8.28,-35.98,Brazil,BRA,242094
Le Havre,49.505,0.105,France,FRA,242124
Wilmington,34.21,-77.886,United States,USA,242770
Hapur,28.7437,77.7628,India,IND,242920
Angarsk,52.56,103.92,Russia,RUS,243158
Nam Dinh,20.42,106.2,Vietnam,VNM,243186
Atlantic City,39.3795,-74.4524,United States,USA,243285
Wonju,37.3551,127.9396,"Korea, South",KOR,243387
Killeen,31.0758,-97.7286,United States,USA,243947
Manisa,38.6304,27.44,Turkey,TUR,243971
Jessore,23.1704,89.2,Bangladesh,BGD,243987
Gunsan,35.9818,126.716,"Korea, South",KOR,244080
Concord,35.3939,-80.6358,United States,USA,244273
Thu Dau Mot,10.9691,106.6527,Vietnam,VNM,244277
Hebi,35.9504,114.22,China,CHN,244662
Braunschweig,52.25,10.5,Germany,DEU,244715
Ternopil,49.536,25.5821,Ukraine,UKR,244768
Nizhenvartovsk,60.935,76.58,Russia,RUS,244937
Norfolk,36.8945,-76.259,United States,USA,245115
Qinzhou,21.9504,108.62,China,CHN,245376
Juliaca,-15.5,-70.14,Peru,PER,245675
Rzeszow,50.0705,22,Poland,POL,245686
Shimonoseki,33.9654,130.9454,Japan,JPN,245786
Mirzapur,25.1454,82.57,India,IND,245817
Matadi,-5.8166,13.45,Congo (Kinshasa),COD,245862
Glendale,33.5797,-112.2246,United States,USA,245895
Bratsk,56.157,101.615,Russia,RUS,246348
Oruro,-17.98,-67.13,Bolivia,BOL,246501
Scottsdale,33.6872,-111.865,United States,USA,246645
San Bernardo,-33.6,-70.7,Chile,CHL,246762
Orsk,51.21,58.6273,Russia,RUS,246836
Kattaqorgon,39.9007,66.2608,Uzbekistan,UZB,247113
Udon Thani,17.4048,102.7893,Thailand,THA,247231
Plymouth,50.3854,-4.16,United Kingdom,GBR,247297
Chandler,33.2828,-111.8517,United States,USA,247477
Miskolc,48.1004,20.78,Hungary,HUN,247757
Singkawang,0.912,108.9655,Indonesia,IDN,248012
Fukui,36.0704,136.22,Japan,JPN,248707
Vung Tau,10.3554,107.085,Vietnam,VNM,248767
Jalal Abad,40.9429,73.0025,Kyrgyzstan,KGZ,248899
Los Mochis,25.79,-109,Mexico,MEX,249047
Hafar al Batin,28.4337,45.9601,Saudi Arabia,SAU,249194
Santa Maria,-29.6833,-53.8,Brazil,BRA,249219
Mutare,-18.97,32.65,Zimbabwe,ZWE,249365
Melun,48.5333,2.6666,France,FRA,249432
Kirovohrad,48.5041,32.2603,Ukraine,UKR,249454
Varzea Grande,-15.65,-56.14,Brazil,BRA,249752
Jaffna,9.675,80.005,Sri Lanka,LKA,250000
Zumpango,19.8104,-99.11,Mexico,MEX,250000
Nis,43.3304,21.9,Serbia,SRB,250000
Arua,3.0204,30.9,Uganda,UGA,250000
Quang Ngai,15.1504,108.83,Vietnam,VNM,250000
Luzern,47.0504,8.28,Switzerland,CHE,250000
Laiyang,36.9684,120.7084,China,CHN,250000
Kashan,33.9804,51.58,Iran,IRN,250000
Como,45.81,9.08,Italy,ITA,250000
Caserta,41.06,14.3374,Italy,ITA,250000
Iwo,7.63,4.18,Nigeria,NGA,250443
Santa Clara,22.4,-79.9667,Cuba,CUB,250512
Sonipat,29,77.02,India,IND,250521
Governador Valadares,-18.87,-41.97,Brazil,BRA,250878
Morogoro,-6.82,37.66,Tanzania,TZA,250902
Khon Kaen,16.42,102.83,Thailand,THA,251056
Linhai,28.85,121.12,China,CHN,251759
Borujerd,33.92,48.8,Iran,IRN,251958
Messina,38.2005,15.55,Italy,ITA,252026
Suihua,46.6304,126.98,China,CHN,252245
Dire Dawa,9.59,41.86,Ethiopia,ETH,252279
El Fasher,13.63,25.35,Sudan,SDN,252609
Buenaventura,3.8724,-77.0505,Colombia,COL,252805
Tallahassee,30.4549,-84.2527,United States,USA,252825
Chirala,15.8604,80.34,India,IND,253000
Pathankot,32.2703,75.72,India,IND,253987
Fort-de-France,14.6104,-61.08,Martinique,MTQ,253995
Paramaribo,5.835,-55.167,Suriname,SUR,254169
Cirebon,-6.7333,108.5666,Indonesia,IDN,254298
Chuxiong,25.0364,101.5456,China,CHN,254370
Poza Rica de Hidalgo,20.5504,-97.47,Mexico,MEX,254481
Freiburg,48.0004,7.8699,Germany,DEU,254889
Turpan,42.9354,89.165,China,CHN,254900
Rivne,50.6166,26.2528,Ukraine,UKR,255106
Daloa,6.89,-6.45,C����,CIV,255168
Raichur,16.2104,77.355,India,IND,255240
Damaturu,11.749,11.966,Nigeria,NGA,255895
Da Lat,11.9304,108.42,Vietnam,VNM,256019
Myrtle Beach,33.7095,-78.8844,United States,USA,256079
Salem,44.9231,-123.0245,United States,USA,256175
Dzerzhinsk,56.2504,43.46,Russia,RUS,256537
Montgomery,32.347,-86.2663,United States,USA,256554
Ensenada,31.87,-116.62,Mexico,MEX,256565
Anchorage,61.1508,-149.1091,United States,USA,256724
Laredo,27.5536,-99.489,United States,USA,256752
Chimoio,-19.12,33.47,Mozambique,MOZ,256936
Ondo,7.0904,4.84,Nigeria,NGA,257005
Cascavel,-24.9596,-53.46,Brazil,BRA,257172
Mendefera,14.886,38.8163,Eritrea,ERI,257390
Etawah,26.7855,79.015,India,IND,257448
Rio Branco,-9.9666,-67.8,Brazil,BRA,257642
Al Mukalla,14.5412,49.1259,Yemen,YEM,258132
